filename	min_trees	median_trees	max_trees	total_trees	PC_dist	patients	inferred_k	true_k	consensus_PC	selected_PC	clustering_recall	clustering_precision	clustering_Rand	selection_accuracy	sol_PC_dist	instance	method	M	m
RECAP/M12_m12/s5_k1_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k4.solution.txt	1	16	1326	4972	0.0	100	4	1	0.75	0.0	0.9406059999999999	1.0	0.9406059999999999	1.0	0	s5_k1_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k1_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k5.solution.txt	1	16	1326	4972	0.0	100	5	1	0.8	0.0	0.921212	1.0	0.921212	1.0	0	s5_k1_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k1_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k6.solution.txt	1	16	1326	4972	0.0	100	6	1	0.833333	0.0	0.90202	1.0	0.90202	1.0	0	s5_k1_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k1_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k7.solution.txt	1	16	1326	4972	0.0	100	7	1	0.857143	0.0	0.88303	1.0	0.88303	1.0	0	s5_k1_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k1_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k8.solution.txt	1	16	1326	4972	0.0	100	8	1	0.875	0.0	0.864242	1.0	0.864242	1.0	0	s5_k1_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k1_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k9.solution.txt	1	16	1326	4972	0.0	100	9	1	0.8888889999999999	0.0	0.845657	1.0	0.845657	1.0	0	s5_k1_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k10.solution.txt	1	16	238	3236	0.0	100	10	2	0.8	0.027272700000000004	0.737731	1.0	0.868283	0.83	0	s5_k2_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k1.solution.txt	1	16	238	3236	37.8333	100	1	2	0.5	0.10909100000000001	1.0	0.5022220000000001	0.5022220000000001	0.6	0	s5_k2_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k2.solution.txt	1	16	238	3236	0.0	100	2	2	0.0	0.0	1.0	1.0	1.0	1.0	0	s5_k2_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k3.solution.txt	1	16	238	3236	0.0	100	3	2	0.333333	0.0	0.9827030000000001	1.0	0.9913129999999999	1.0	0	s5_k2_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k4.solution.txt	1	16	238	3236	0.0	100	4	2	0.5	0.00727273	0.839501	1.0	0.919394	0.92	0	s5_k2_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k5.solution.txt	1	16	238	3236	0.0	100	5	2	0.6	0.027272700000000004	0.78399	1.0	0.891515	0.83	0	s5_k2_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k6.solution.txt	1	16	238	3236	0.0	100	6	2	0.666667	0.023636400000000002	0.802896	1.0	0.9010100000000001	0.87	0	s5_k2_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k7.solution.txt	1	16	238	3236	0.0	100	7	2	0.714286	0.0	0.8934030000000001	1.0	0.946465	1.0	0	s5_k2_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k8.solution.txt	1	16	238	3236	0.0	100	8	2	0.75	0.00363636	0.829043	1.0	0.914141	0.96	0	s5_k2_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k9.solution.txt	1	16	238	3236	0.0	100	9	2	0.777778	0.0	0.8535799999999999	1.0	0.926465	1.0	0	s5_k2_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k10.solution.txt	1	16	238	3236	0.0	100	10	2	0.8	0.027272700000000004	0.737731	1.0	0.868283	0.83	0	s5_k2_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k1.solution.txt	1	16	238	3236	37.8333	100	1	2	0.5	0.10909100000000001	1.0	0.5022220000000001	0.5022220000000001	0.6	0	s5_k2_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k2.solution.txt	1	16	238	3236	0.0	100	2	2	0.0	0.0	1.0	1.0	1.0	1.0	0	s5_k2_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k3.solution.txt	1	16	238	3236	0.0	100	3	2	0.333333	0.0	0.9827030000000001	1.0	0.9913129999999999	1.0	0	s5_k2_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k4.solution.txt	1	16	238	3236	0.0	100	4	2	0.5	0.00727273	0.839501	1.0	0.919394	0.92	0	s5_k2_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k5.solution.txt	1	16	238	3236	0.0	100	5	2	0.6	0.027272700000000004	0.78399	1.0	0.891515	0.83	0	s5_k2_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k6.solution.txt	1	16	238	3236	0.0	100	6	2	0.666667	0.023636400000000002	0.802896	1.0	0.9010100000000001	0.87	0	s5_k2_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k7.solution.txt	1	16	238	3236	0.0	100	7	2	0.714286	0.0	0.8934030000000001	1.0	0.946465	1.0	0	s5_k2_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k8.solution.txt	1	16	238	3236	0.0	100	8	2	0.75	0.00363636	0.829043	1.0	0.914141	0.96	0	s5_k2_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k9.solution.txt	1	16	238	3236	0.0	100	9	2	0.777778	0.0	0.8535799999999999	1.0	0.926465	1.0	0	s5_k2_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k10.solution.txt	1	16	238	3236	0.0	100	10	2	0.8	0.027272700000000004	0.737731	1.0	0.868283	0.83	0	s5_k2_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k1.solution.txt	1	16	238	3236	37.8333	100	1	2	0.5	0.10909100000000001	1.0	0.5022220000000001	0.5022220000000001	0.6	0	s5_k2_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k2.solution.txt	1	16	238	3236	0.0	100	2	2	0.0	0.0	1.0	1.0	1.0	1.0	0	s5_k2_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k3.solution.txt	1	16	238	3236	0.0	100	3	2	0.333333	0.0	0.9827030000000001	1.0	0.9913129999999999	1.0	0	s5_k2_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k4.solution.txt	1	16	238	3236	0.0	100	4	2	0.5	0.00727273	0.839501	1.0	0.919394	0.92	0	s5_k2_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k5.solution.txt	1	16	238	3236	0.0	100	5	2	0.6	0.027272700000000004	0.78399	1.0	0.891515	0.83	0	s5_k2_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k6.solution.txt	1	16	238	3236	0.0	100	6	2	0.666667	0.023636400000000002	0.802896	1.0	0.9010100000000001	0.87	0	s5_k2_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k7.solution.txt	1	16	238	3236	0.0	100	7	2	0.714286	0.0	0.8934030000000001	1.0	0.946465	1.0	0	s5_k2_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k8.solution.txt	1	16	238	3236	0.0	100	8	2	0.75	0.00363636	0.829043	1.0	0.914141	0.96	0	s5_k2_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k2_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k9.solution.txt	1	16	238	3236	0.0	100	9	2	0.777778	0.0	0.8535799999999999	1.0	0.926465	1.0	0	s5_k2_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k10.solution.txt	1	14	408	3551	0.0	100	10	3	0.7	0.00545455	0.864334	1.0	0.955354	0.98	0	s5_k3_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k1.solution.txt	1	14	408	3551	50.8333	100	1	3	0.757576	0.129091	1.0	0.32909099999999997	0.32909099999999997	0.36	0	s5_k3_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k2.solution.txt	1	14	408	3551	23.25	100	2	3	0.454545	0.0690909	1.0	0.621993	0.8	0.67	0	s5_k3_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k3.solution.txt	1	14	408	3551	0.0	100	3	3	0.0	0.0	1.0	1.0	1.0	1.0	0	s5_k3_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k4.solution.txt	1	14	408	3551	0.0	100	4	3	0.25	0.0	0.9821979999999999	1.0	0.9941409999999999	1.0	0	s5_k3_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k5.solution.txt	1	14	408	3551	0.0	100	5	3	0.4	0.0	0.956415	1.0	0.985657	1.0	0	s5_k3_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k6.solution.txt	1	14	408	3551	0.0	100	6	3	0.5	0.0	0.94291	1.0	0.9812120000000001	1.0	0	s5_k3_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k7.solution.txt	1	14	408	3551	0.0	100	7	3	0.571429	0.02	0.811541	1.0	0.9379799999999999	0.88	0	s5_k3_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k8.solution.txt	1	14	408	3551	0.0	100	8	3	0.625	0.0	0.917127	1.0	0.972727	1.0	0	s5_k3_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k9.solution.txt	1	14	408	3551	0.0	100	9	3	0.666667	0.027272700000000004	0.7882140000000001	1.0	0.9303030000000001	0.85	0	s5_k3_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k10.solution.txt	1	14	408	3551	0.0	100	10	3	0.7	0.00545455	0.864334	1.0	0.955354	0.98	0	s5_k3_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k1.solution.txt	1	14	408	3551	51.0833	100	1	3	0.787879	0.130909	1.0	0.32909099999999997	0.32909099999999997	0.34	0	s5_k3_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k2.solution.txt	1	14	408	3551	23.4167	100	2	3	0.48484799999999995	0.0745455	1.0	0.621993	0.8	0.64	0	s5_k3_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k3.solution.txt	1	14	408	3551	0.0	100	3	3	0.0	0.0	1.0	1.0	1.0	1.0	0	s5_k3_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k4.solution.txt	1	14	408	3551	0.0	100	4	3	0.25	0.0	0.9821979999999999	1.0	0.9941409999999999	1.0	0	s5_k3_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k5.solution.txt	1	14	408	3551	0.0	100	5	3	0.4	0.0	0.956415	1.0	0.985657	1.0	0	s5_k3_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k6.solution.txt	1	14	408	3551	0.0	100	6	3	0.5	0.0	0.94291	1.0	0.9812120000000001	1.0	0	s5_k3_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k7.solution.txt	1	14	408	3551	0.0	100	7	3	0.571429	0.02	0.811541	1.0	0.9379799999999999	0.88	0	s5_k3_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k8.solution.txt	1	14	408	3551	0.0	100	8	3	0.625	0.0	0.917127	1.0	0.972727	1.0	0	s5_k3_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k9.solution.txt	1	14	408	3551	0.0	100	9	3	0.666667	0.027272700000000004	0.7882140000000001	1.0	0.9303030000000001	0.85	0	s5_k3_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k10.solution.txt	1	14	408	3551	0.0	100	10	3	0.7	0.00545455	0.864334	1.0	0.955354	0.98	0	s5_k3_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k1.solution.txt	1	14	408	3551	50.8333	100	1	3	0.757576	0.129091	1.0	0.32909099999999997	0.32909099999999997	0.36	0	s5_k3_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k2.solution.txt	1	14	408	3551	23.25	100	2	3	0.454545	0.0690909	1.0	0.621993	0.8	0.67	0	s5_k3_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k3.solution.txt	1	14	408	3551	0.0	100	3	3	0.0	0.0	1.0	1.0	1.0	1.0	0	s5_k3_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k4.solution.txt	1	14	408	3551	0.0	100	4	3	0.25	0.0	0.9821979999999999	1.0	0.9941409999999999	1.0	0	s5_k3_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k5.solution.txt	1	14	408	3551	0.0	100	5	3	0.4	0.0	0.956415	1.0	0.985657	1.0	0	s5_k3_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k6.solution.txt	1	14	408	3551	0.0	100	6	3	0.5	0.0	0.94291	1.0	0.9812120000000001	1.0	0	s5_k3_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k7.solution.txt	1	14	408	3551	0.0	100	7	3	0.571429	0.02	0.811541	1.0	0.9379799999999999	0.88	0	s5_k3_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k8.solution.txt	1	14	408	3551	0.0	100	8	3	0.625	0.0	0.917127	1.0	0.972727	1.0	0	s5_k3_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k3_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k9.solution.txt	1	14	408	3551	0.0	100	9	3	0.666667	0.027272700000000004	0.7882140000000001	1.0	0.9303030000000001	0.85	0	s5_k3_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k10.solution.txt	2	16	250	3540	0.0	100	10	4	0.6	0.0654545	0.6109060000000001	1.0	0.893333	0.71	0	s5_k4_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k1.solution.txt	2	16	250	3540	48.6667	100	1	4	0.795455	0.12181800000000001	1.0	0.27414099999999997	0.27414099999999997	0.34	0	s5_k4_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k2.solution.txt	2	16	250	3540	26.6667	100	2	4	0.5	0.0954545	0.9410459999999999	0.521224	0.746869	0.63	0	s5_k4_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k3.solution.txt	2	16	250	3540	12.4167	100	3	4	0.25	0.048181800000000004	1.0	0.75641	0.911717	0.81	0	s5_k4_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k4.solution.txt	2	16	250	3540	0.0	100	4	4	0.0	0.0	1.0	1.0	1.0	1.0	0	s5_k4_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k5.solution.txt	2	16	250	3540	0.0	100	5	4	0.2	0.0	0.9837879999999999	1.0	0.995556	1.0	0	s5_k4_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k6.solution.txt	2	16	250	3540	0.0	100	6	4	0.333333	0.0	0.943257	1.0	0.9844440000000001	1.0	0	s5_k4_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k7.solution.txt	2	16	250	3540	0.0	100	7	4	0.428571	0.0536364	0.887251	1.0	0.969091	0.87	0	s5_k4_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k8.solution.txt	2	16	250	3540	0.0	100	8	4	0.5	0.00363636	0.8658809999999999	1.0	0.963232	0.96	0	s5_k4_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k9.solution.txt	2	16	250	3540	0.0	100	9	4	0.555556	0.01	0.9410459999999999	1.0	0.9838379999999999	0.96	0	s5_k4_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k10.solution.txt	2	16	250	3540	0.0	100	10	4	0.6	0.0654545	0.6109060000000001	1.0	0.893333	0.71	0	s5_k4_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k1.solution.txt	2	16	250	3540	48.6667	100	1	4	0.795455	0.12181800000000001	1.0	0.27414099999999997	0.27414099999999997	0.34	0	s5_k4_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k2.solution.txt	2	16	250	3540	26.6667	100	2	4	0.5	0.0936364	1.0	0.5397770000000001	0.766263	0.64	0	s5_k4_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k3.solution.txt	2	16	250	3540	12.4167	100	3	4	0.25	0.048181800000000004	1.0	0.75641	0.911717	0.81	0	s5_k4_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k4.solution.txt	2	16	250	3540	0.0	100	4	4	0.0	0.0	1.0	1.0	1.0	1.0	0	s5_k4_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k5.solution.txt	2	16	250	3540	0.0	100	5	4	0.2	0.0	0.9837879999999999	1.0	0.995556	1.0	0	s5_k4_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k6.solution.txt	2	16	250	3540	0.0	100	6	4	0.333333	0.0	0.943257	1.0	0.9844440000000001	1.0	0	s5_k4_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k7.solution.txt	2	16	250	3540	0.0	100	7	4	0.428571	0.0536364	0.887251	1.0	0.969091	0.87	0	s5_k4_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k8.solution.txt	2	16	250	3540	0.0	100	8	4	0.5	0.00363636	0.8658809999999999	1.0	0.963232	0.96	0	s5_k4_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r10_k9.solution.txt	2	16	250	3540	0.0	100	9	4	0.555556	0.01	0.9410459999999999	1.0	0.9838379999999999	0.96	0	s5_k4_n100_M12_m12	RECAP-r10	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k10.solution.txt	2	16	250	3540	0.0	100	10	4	0.6	0.0654545	0.6109060000000001	1.0	0.893333	0.71	0	s5_k4_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k1.solution.txt	2	16	250	3540	48.6667	100	1	4	0.795455	0.12181800000000001	1.0	0.27414099999999997	0.27414099999999997	0.34	0	s5_k4_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k2.solution.txt	2	16	250	3540	26.6667	100	2	4	0.5	0.0954545	0.9410459999999999	0.521224	0.746869	0.63	0	s5_k4_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k3.solution.txt	2	16	250	3540	12.4167	100	3	4	0.25	0.048181800000000004	1.0	0.75641	0.911717	0.81	0	s5_k4_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k4.solution.txt	2	16	250	3540	0.0	100	4	4	0.0	0.0	1.0	1.0	1.0	1.0	0	s5_k4_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k5.solution.txt	2	16	250	3540	0.0	100	5	4	0.2	0.0	0.9837879999999999	1.0	0.995556	1.0	0	s5_k4_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k6.solution.txt	2	16	250	3540	0.0	100	6	4	0.333333	0.0	0.943257	1.0	0.9844440000000001	1.0	0	s5_k4_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k7.solution.txt	2	16	250	3540	0.0	100	7	4	0.428571	0.0536364	0.887251	1.0	0.969091	0.87	0	s5_k4_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k8.solution.txt	2	16	250	3540	0.0	100	8	4	0.5	0.00363636	0.8658809999999999	1.0	0.963232	0.96	0	s5_k4_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k4_n100_M12_m12_simulations.txt_mcctCA_PC_r50_k9.solution.txt	2	16	250	3540	0.0	100	9	4	0.555556	0.01	0.9410459999999999	1.0	0.9838379999999999	0.96	0	s5_k4_n100_M12_m12	RECAP-r50	12	12
RECAP/M12_m12/s5_k5_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k10.solution.txt	2	16	424	4238	0.0	100	10	5	0.5	0.01	0.9147780000000001	1.0	0.98101	0.97	0	s5_k5_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k5_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k1.solution.txt	2	16	424	4238	49.8333	100	1	5	0.836364	0.12090899999999999	1.0	0.22282800000000003	0.22282800000000003	0.34	0	s5_k5_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k5_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k2.solution.txt	2	16	424	4238	31.5	100	2	5	0.6	0.111818	0.932004	0.415354	0.692525	0.58	0	s5_k5_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k5_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k3.solution.txt	2	16	424	4238	18.6667	100	3	5	0.4	0.07	0.9755209999999999	0.578806	0.836364	0.74	0	s5_k5_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k5_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k4.solution.txt	2	16	424	4238	7.75	100	4	5	0.2	0.0345455	0.9891209999999999	0.7144729999999999	0.909495	0.88	0	s5_k5_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k5_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k5.solution.txt	2	16	424	4238	0.0	100	5	5	0.0	0.0	1.0	1.0	1.0	1.0	0	s5_k5_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k5_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k6.solution.txt	2	16	424	4238	0.0	100	6	5	0.166667	0.0	0.9891209999999999	1.0	0.997576	1.0	0	s5_k5_n100_M12_m12	RECAP-r100	12	12
RECAP/M12_m12/s5_k5_n100_M12_m12_simulations.txt_mcctCA_PC_r100_k7.solution.txt	2	16	424	4238	0.0	100	7	5	0.28571399999999997	0.00909091	0.9537620000000001	1.0	0.9896969999999999	0.96	0	s5_k5_n100_M12_m12	RECAP-r100	12	12
