method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	cost-8	cost-9	cost-10	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	trees-8	trees-9	trees-10	restarts
CA-r5000_t-1	3188.92	11	 5	0.888889	0.777778	0.333333	0	0.777778	0.555556	0.666667	0.333333	0.111111	0	0.555556	99	7	13	7	9	19	6	15	4	5	2	12	5000
