method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	cost-8	cost-9	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	trees-8	trees-9	restarts
CA-r5000_t-1	2922.84	10	 5.33333	1.22222	0.333333	0.444444	0.888889	0.777778	0.333333	0.111111	0	0.555556	0.666667	99	21	7	5	16	13	4	4	8	6	15	5000
