method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	trees	trees-0	trees-1	trees-2	trees-3	trees-4	restarts
CA-r5000_t-1	1269.85	5	 9.22222	2.22222	1.33333	3.33333	0.333333	2	99	25	16	33	4	21	5000
