method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	cost-8	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	trees-8	restarts
CA-r5000_t-1	2643.31	9	 6	1	0.777778	0.333333	0.666667	0.222222	0.333333	1.33333	0.555556	0.777778	99	17	17	6	6	6	4	16	12	15	5000
