method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	restarts
CA-r5000_t-1	1482.07	6	 8	1.33333	1.11111	2.77778	1.44444	0.777778	0.555556	99	12	10	31	17	13	16	5000
