method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	restarts
CA-r5000_t-1	2309.12	8	 6.44444	1.33333	0.333333	1.22222	0.555556	0.444444	0.333333	2	0.222222	99	16	7	21	6	13	4	21	11	5000
