method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	cost-8	cost-9	cost-10	cost-11	cost-12	cost-13	cost-14	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	trees-8	trees-9	trees-10	trees-11	trees-12	trees-13	trees-14	restarts
CA-r5000_t-1	4120.96	15	 3.55556	0.111111	0.333333	0.222222	0.666667	0.333333	0.555556	0.111111	0.222222	0	0.555556	0.222222	0	0.222222	0	0	99	2	4	4	15	12	5	4	6	8	11	3	2	6	4	13	5000
