method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	cost-8	cost-9	cost-10	cost-11	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	trees-8	trees-9	trees-10	trees-11	restarts
CA-r5000_t-1	3267.04	12	 4.55556	0.333333	0.222222	0.777778	0.555556	0.777778	0.777778	0.222222	0.555556	0.222222	0	0.111111	0	99	7	11	13	6	19	16	5	8	2	8	2	2	5000
