method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	restarts
CA-r5000_t-1	1767.29	7	 7.55556	1.66667	0.333333	0.555556	1.88889	0.333333	2	0.777778	99	23	7	6	25	4	21	13	5000
