method	time	k	cost	cost-0	cost-1	cost-2	cost-3	trees	trees-0	trees-1	trees-2	trees-3	restarts
CA-r5000_t-1	860.846	4	 10.4444	1.33333	0.777778	4	4.33333	99	12	13	37	37	5000
