method	time	k	cost	cost-0	cost-1	cost-2	cost-3	trees	trees-0	trees-1	trees-2	trees-3	restarts
CA-r1000_t-1	3783.47	4	 153	104.889	9.77778	10.2222	28.1111	1315	684	142	70	419	1000
