method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	cost-8	cost-9	cost-10	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	trees-8	trees-9	trees-10	restarts
CA-r1000_t-1	7521.36	11	 87.7778	4.22222	10	9.22222	0	7	17.2222	5.22222	1.44444	0.444444	8.11111	24.8889	1315	70	142	67	1	55	249	93	32	6	195	405	1000
