method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	restarts
CA-r1000_t-1	5931.84	8	 92.2222	4.55556	11.2222	9.55556	25.8889	7	17.2222	5.22222	11.5556	1315	71	148	68	410	55	249	93	221	1000
