method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	cost-8	cost-9	cost-10	cost-11	cost-12	cost-13	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	trees-8	trees-9	trees-10	trees-11	trees-12	trees-13	restarts
CA-r1000_t-1	9904.25	14	 83.4444	3.77778	10	9.22222	7.11111	0	6.33333	1.44444	0.555556	3.88889	0.777778	0.666667	0	19.2222	20.4444	1315	68	142	67	56	1	97	32	7	161	16	25	1	381	261	1000
