method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	cost-8	cost-9	cost-10	cost-11	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	trees-8	trees-9	trees-10	trees-11	restarts
CA-r1000_t-1	8551.15	12	 86.1111	4	10	9.22222	7.11111	0	6.33333	1.88889	0.555556	19.6667	6.33333	0.555556	20.4444	1315	69	142	67	56	1	97	34	7	383	182	15	262	1000
