method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	trees	trees-0	trees-1	trees-2	trees-3	trees-4	restarts
CA-r1000_t-1	3965.28	5	 123.556	56.1111	9.77778	10.2222	28.1111	19.3333	1315	419	142	70	419	265	1000
