method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	restarts
CA-r1000_t-1	5275.88	7	 111.222	6.22222	12.5556	12.5556	25.8889	7.33333	35	11.6667	1315	76	151	77	410	56	323	222	1000
