method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	cost-8	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	trees-8	restarts
CA-r1000_t-1	6398.35	9	 89	4.55556	10	9.55556	25.8889	7	17.2222	5.22222	1.44444	8.11111	1315	71	142	68	410	55	249	93	32	195	1000
