method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	restarts
CA-r1000_t-1	4356.84	6	 118.444	53.5556	9.33333	8.77778	25.8889	6.88889	14	1315	410	140	66	410	54	235	1000
