method	time	k	cost	cost-0	cost-1	cost-2	cost-3	cost-4	cost-5	cost-6	cost-7	cost-8	cost-9	cost-10	cost-11	cost-12	cost-13	cost-14	trees	trees-0	trees-1	trees-2	trees-3	trees-4	trees-5	trees-6	trees-7	trees-8	trees-9	trees-10	trees-11	trees-12	trees-13	trees-14	restarts
CA-r1000_t-1	10400.6	15	 80.3333	3.55556	10	5.11111	7.11111	20.4444	6.33333	0	0.777778	0.444444	3.88889	0.555556	0.444444	0	1.22222	20.4444	1315	67	142	40	56	263	97	1	29	6	161	15	24	1	28	385	1000
